random_small,5,Counting Sort,-1,-1,2
random_small,10,Counting Sort,-1,-1,1
random_small,15,Counting Sort,-1,-1,0
random_small,20,Counting Sort,-1,-1,1
random_small,25,Counting Sort,-1,-1,1
random_small,30,Counting Sort,-1,-1,1
random_small,35,Counting Sort,-1,-1,1
random_small,40,Counting Sort,-1,-1,1
random_small,45,Counting Sort,-1,-1,1
random_small,50,Counting Sort,-1,-1,1
random_small,55,Counting Sort,-1,-1,2
random_small,60,Counting Sort,-1,-1,1
random_small,65,Counting Sort,-1,-1,1
random_small,70,Counting Sort,-1,-1,1
random_small,75,Counting Sort,-1,-1,1
random_small,80,Counting Sort,-1,-1,1
random_small,85,Counting Sort,-1,-1,2
random_small,90,Counting Sort,-1,-1,2
random_small,95,Counting Sort,-1,-1,2
random_small,100,Counting Sort,-1,-1,2
random_small,1000,Counting Sort,-1,-1,11
random_small,2000,Counting Sort,-1,-1,22
random_small,3000,Counting Sort,-1,-1,32
random_small,4000,Counting Sort,-1,-1,42
random_small,5000,Counting Sort,-1,-1,54
random_small,6000,Counting Sort,-1,-1,63
random_small,7000,Counting Sort,-1,-1,74
random_small,8000,Counting Sort,-1,-1,98
random_small,9000,Counting Sort,-1,-1,101
random_small,10000,Counting Sort,-1,-1,115
